date,presenter,pmid,title,journal,authors,doi,abstract,notes,pdf
2025-11-28,,41311202,L-Shaped Relationship Between Ketogenic Diet and High-Frequency Hearing Loss.,The Laryngoscope,"Zeng, Qiwei; Xiao, Yu; Sheng, Ming; Liu, Bin",10.1002/lary.70287,"OBJECTIVES: The ketogenic diet (KD) is a dietary regimen characterized by high-fat intake, strict restriction of carbohydrate consumption, and adequate protein supplementation. It is associated with various health issues. However, the correlation between hearing loss and the ketogenic diet remains unclear. This study aims to investigate the relationship between the ketogenic diet and hearing loss. METHOD: This cross-sectional study analyzed data from the National Health and Nutrition Examination...",,
2025-11-27,,41311123,Diagnosing Eosinophilic Chronic Rhinosinusitis in Excised Tissue Using Optical Coherence Tomography.,The Laryngoscope,"Badash, Ido; Serafino, Michael; Correa, Adrian; Oghalai, John S; Wrobel, Bozena et al.",10.1002/lary.70285,"OBJECTIVES: There is currently no method of diagnosing eosinophilic chronic rhinosinusitis with nasal polyps (ECRSwNP) without histologic evidence of tissue eosinophilia. We aimed to quantify eosinophils in fresh sinonasal tissue using optical coherence tomography (OCT), a non-contact imaging modality, and compare these counts with eosinophils per high-power field (HPF) on histology. METHODS: Sinonasal tissue was collected from patients undergoing endoscopic sinus surgery for CRS. Half of each s...",,
2025-11-27,,41311113,In Reference to NAD+ Enhanced on Hearing Recovery in Sudden Sensorineural Hearing Loss: Randomized Controlled Trial.,The Laryngoscope,"Mocelin, Aurenzo Gonçalves; Mangia, Lucas Resende Lucinda; Hamerschmidt, Rogério",10.1002/lary.70292,,,
2025-11-27,,41311098,Inflammatory Markers Stratify Surgical Outcomes in Pediatric Airway Reconstruction.,The Laryngoscope,"Dorjsuren, Nomongo; Praveen, Hrithik; Patel, Kalpnaben; Zhao, Shilin; Gelbard, Alexander et al.",10.1002/lary.70241,"OBJECTIVES: Red blood cell distribution width (RDW) predicts surgical success in adult patients undergoing open airway reconstruction for laryngotracheal stenosis, but similar biomarkers in pediatrics remain unidentified. This study identifies predictors of outcomes in pediatric patients undergoing triple endoscopy or surgical airway reconstruction. METHODS: A retrospective cohort study of 191 pediatric patients who underwent triple endoscopy or surgical airway reconstruction at an aerodigestive...",,
2025-11-27,,41307481,Development of Artificial Intelligence for Quantitative Assessment of Nasal Inflammatory Cytology in Chronic Rhinitis by Whole-Slide Images.,International forum of allergy & rhinology,"Zhang, Xu; Xu, Xu; Liu, Weiwei; Qin, Long; Song, Yu et al.",10.1002/alr.70075,"BACKGROUND: Chronic rhinitis (CR) is currently recognized as a syndrome that manifests in different phenotypes. We aimed to establish an artificial intelligence system (quantitative assessment of nasal inflammatory cytology, QANIC) on the basis of whole-slide images (WSIs) to enable quantitative assessment of nasal inflammatory cells. METHODS: During the development phase of QANIC, we screened nasal secretion smears from 145 CR patients for deep learning and obtaining a robust model. Subsequentl...",,
2025-11-29,,41307355,Association of olfactory impairment and short telomere length: the smell of biological aging?,Rhinology,"Van Regemorter, V; Bouchoucha, K; Rombaux, P; Van Dievoet, M-A; Hummel, T et al.",10.4193/Rhin24.500,"BACKGROUND: Olfactory dysfunction is a common issue among the older population and has been associated with both frailty and increased mortality risk. Telomere length (TL), a marker of biological aging, may provide insights into these associations. This study investigates the relationship between TL and olfactory function in older adults. METHODOLOGY: We conducted a prospective observational study involving 138 participants aged 65 and above, recruited from a preoperative anesthesia clinic. Olfa...",,
2025-11-27,,41307209,Multi-Institutional Endoscopic Resection and Reconstitution for Idiopathic Subglottic Stenosis.,The Laryngoscope,"Lopez, Diana C; Lina, Ioan A; Stepp, Ryan; Daniero, James J; Hennesy, Theresa et al.",10.1002/lary.70155,"OBJECTIVES: Endoscopic resection and mucosal reconstitution with epidermal grafting (i.e., ER, known as the Maddern procedure) is a minimally invasive surgery introduced 10 years ago to treat subglottic stenosis (SGS). Here we describe a multi-institutional case series to answer questions about durability, patient selection, and complications. METHODS: A retrospective review of idiopathic SGS patients who underwent ER at four institutions since 2016. Patients were stratified by primary definitiv...",,
2025-11-27,,41307177,In Reference to Is Ankyloglossia Correlated With Pediatric Sleep Disordered Breathing? A Systematic Review.,The Laryngoscope,"Baxter, Richard; Merkel Walsh, Robyn",10.1002/lary.70247,,,
2025-11-27,,41307155,In Response to Letter Regarding Is Ankyloglossia Correlated With Pediatric Sleep Disordered Breathing? A Systematic Review.,The Laryngoscope,"Graham, M Elise",10.1002/lary.70246,,,
2025-11-26,,41305853,Changes in Lower Eyelid Appearance Following Zygomaticomaxillary Complex Fractures.,The Laryngoscope,"Rahbin, Samin; Sunnergren, Ola; Darabi, Hatef; Alinasab, Babak",10.1002/lary.70288,OBJECTIVE: To describe the loss of lower eyelid bags and resulting lower eyelid asymmetry in patients with surgical and conservative treatment of zygomaticomaxillary complex (ZMC) fractures. METHODS: Patients with unilateral ZMC fractures were identified from medical records and invited to follow-up examinations. Fractures were classified based on the fracture pattern of the infraorbital rim. Lower eyelid bags and other cosmetic stigmata were evaluated on photographs taken at follow-up. RESULTS:...,,
2025-11-26,,41305852,Transoral Robotic Lingual Tonsillectomy for Pediatric Obstructive Sleep Apnea.,The Laryngoscope,"Campbell, Daniel J; Excel, Daron; Palmer, W Jack; Nardone, Heather C; Johnston, Douglas R",10.1002/lary.70267,"OBJECTIVES: Our objective was to investigate the safety and efficacy of transoral robotic surgery (TORS) lingual tonsillectomy (LT) with and without epiglottopexy and to compare it with non-robotic approaches for children with obstructive sleep apnea (OSA). METHODS: A multi-institutional retrospective chart review was conducted on 56 patients who underwent TORS LT (32 males, 24 females; mean age 11.7 ± 4.2 years; 29 syndromic) between 2015 and 2024 at 2 tertiary care pediatric hospitals. Preoper...",,
2025-11-26,,41299874,In Response to Outcomes in Awake Laser Laryngeal Stenosis Surgery (ALLSS): A 5-Year Retrospective Review.,The Laryngoscope,"D'Oto, Alexandra D; Marshall, Camryn R; Ma, Yue; Young, VyVy N; Rosen, Clark A",10.1002/lary.70269,,,
2025-11-26,,41299869,In Reference to Outcomes in Awake Laser Laryngeal Stenosis Surgery (ALLSS): A 5-Year Retrospective Review.,The Laryngoscope,"You, Jiahong; Ren, Rongyin; Liu, Xinyu",10.1002/lary.70268,,,
2025-11-26,,41296368,Therapeutic Use of Cannabis and Cannabinoids: A Review.,JAMA,"Hsu, Michael; Shah, Arya; Jordan, Ayana; Gold, Mark S; Hill, Kevin P",10.1001/jama.2025.19433,"IMPORTANCE: Approximately 27% of adults in the US and Canada report having ever used cannabis for medical purposes. An estimated 10.5% of the US population reports using cannabidiol (CBD), a chemical compound extracted from cannabis that does not have psychoactive effects, for therapeutic purposes. OBSERVATIONS: Conditions for which cannabinoids have approval from the US Food and Drug Administration include HIV/AIDS-related anorexia, chemotherapy-induced nausea and vomiting, and certain pediatri...",,
2025-11-26,,41296366,Federal Loans Among US Medical Students.,JAMA,"Ramesh, Tarun; Kadakia, Kushal T; Liu, Michael; Yu, Hao",10.1001/jama.2025.20905,,,
2025-11-26,,41296362,Osteoradionecrosis After Intensity-Modulated Radiation Therapy or Proton Therapy in Oropharyngeal Carcinoma.,JAMA otolaryngology-- head & neck surgery,"Yang, Fan; Dee, Edward Christopher; Singh, Annu; Wu, Yingzhi; Suggitt, James O et al.",10.1001/jamaoto.2025.4179,"IMPORTANCE: Osteoradionecrosis (ORN) is a potentially debilitating late complication of radiotherapy (RT) for head and neck cancer. While proton therapy offers superior dose conformality, its impact on ORN risk remains uncertain, particularly in patients with oropharyngeal squamous cell carcinoma (OPSCC). OBJECTIVE: To characterize the incidence, severity, and predictors of ORN in a large institutional cohort of patients with OPSCC treated with curative-intent RT, and to compare outcomes between...",,
2025-11-26,,41296353,What Is Methamphetamine Use Disorder?,JAMA,"Borelli, Cara; Cheng, Alyssa",10.1001/jama.2025.18428,,,
2025-11-26,,41296350,"Suicides and Overdoses During the 2023 Wildfires in Maui, Hawai'i.",JAMA,"Busch, Gerald",10.1001/jama.2025.18573,,,
2025-11-26,,41296348,"Suicides and Overdoses During the 2023 Wildfires in Maui, Hawai'i-Reply.",JAMA,"Purtle, Jonathan; Kaholokula, Joseph Keawe'aimoku; Ortega, Alexander N",10.1001/jama.2025.18575,,,
2025-11-26,,41296335,Bacteriophage News.,JAMA,,10.1001/jama.2025.22647,,,
2025-11-26,,41296333,Glucagon-Like Peptide-1 Receptor Agonists and Chronic Cough.,JAMA otolaryngology-- head & neck surgery,"Gallagher, Tyler J; Razura, Diego E; Li, Albert; Kim, Ian; Vukkadala, Neelaysh et al.",10.1001/jamaoto.2025.4181,"IMPORTANCE: Glucagon-like peptide-1 receptor agonists (GLP-1RAs) have become substantially more popular as a medication to treat obesity and type 2 diabetes (T2D). Despite their known association with gastroesophageal reflux disease and vagal nerve stimulation, the association between GLP-1RAs and chronic cough has not been previously studied. OBJECTIVE: To assess the clinical association between GLP-1RAs and chronic cough. DESIGN, SETTING, AND PARTICIPANTS: This large, multicenter cohort study ...",,
2025-11-26,,41296332,Current Medical Literature.,JAMA,,10.1001/jama.2024.19026,,,
2025-11-26,,41296327,Trends in Injecting Methamphetamine and Opioids Among People Who Inject Drugs in the US.,JAMA,"D'Adamo, Angela; Genberg, Becky L; Krawczyk, Noa; Rudolph, Jacqueline E; Mehta, Shruti H et al.",10.1001/jama.2025.20347,,,
2025-11-26,,41294279,Healthcare Resource Utilization and Cost After Temperature-Controlled Radiofrequency Treatment of Nasal Airway Obstruction: A Real-World Longitudinal Claims Analysis.,International forum of allergy & rhinology,"Kennedy, David W; Setzen, Gavin; Halderman, Ashleigh A; Welch, Kevin C; Tajudeen, Bobby et al.",10.1002/alr.70066,"BACKGROUND: Nasal airway obstruction (NAO) is prevalent with substantial health and quality of life burdens. Nasal valve collapse (NVC) is one structural cause of NAO. Temperature-controlled radiofrequency (TCRF) nasal valve remodeling offers an alternative to invasive surgery. Clinical efficacy is established, but the impacts of TCRF on healthcare resource utilization (HRU) and cost in real-world settings remain underexplored. METHODS: Two cohorts with NAO were defined from a large general NAO ...",,
2025-11-26,,41294016,Comparative Outcomes of Transoral Versus Transcervical Approach for Extrapharyngeal Foreign Body Removal.,The Laryngoscope,"Zhao, Yunteng; Peng, Xiaohong; Huang, Xiaoxing; Tian, Wendong; Liu, Xiong et al.",10.1002/lary.70271,OBJECTIVE: This retrospective study compares clinical outcomes between transoral microlaryngoscopy and transcervical approaches for extra-pharyngeal foreign body removal. METHODS: Clinical data from 21 patients with extracavitary foreign bodies located in the retropharyngeal and parapharyngeal spaces were retrospectively analyzed. These patients attended the Department of Otolaryngology at Nanfang Hospital between March 2017 and July 2023. Patients underwent either transcervical or transoral mic...,,
2025-11-26,,41293894,Topical Antiseptic or Antimicrobial Preparation for Oral Cavity Surgery: Is It Necessary and Does It Help?,The Laryngoscope,"Kollipara, Veenadhari; Koka, Kunal; Gluck, Christian; Goyal, Neerav",10.1002/lary.70273,,,
2025-11-26,,41293890,Prevalence of Esophageal Dysmotility and Reflux in Muscle Tension Dysphonia Patients.,The Laryngoscope,"Saltsgaver, Megan Brianne; Cheung, Madison; Covello, Theo; Zhan, Weihai; Husain, Inna A",10.1002/lary.70274,"OBJECTIVES: Laryngopharyngeal reflux (LPR) contributes to muscle tension dysphonia (MTD); however, symptoms overlap with esophageal dysmotility. Study aims were to determine the prevalence of esophageal disorders among MTD patients and correlate pathologies to patient-reported outcome measures (PROMs). METHODS: Retrospective chart review of MTD patients diagnosed by laryngologists who underwent barium esophagram for suspected LPR. Demographics, Voice Handicap Index 10 (VHI-10), Voice Related Qua...",,
2025-11-26,,41293848,Downstream Impact of a Sleep Surgery Program; Optimizing Patient Care and Generating Clinical Volume.,The Laryngoscope,"Tekumalla, Sruti; Kaki, Praneet; Lu, Joseph; Boon, Maurits; Huntley, Colin",10.1002/lary.70272,"OBJECTIVES: In recent years, a growing number of Otolaryngologists have incorporated the management of sleep disorders into their practice. We aim to assess the downstream impact of a Sleep Surgery division within a department of Otolaryngology. METHODS: We assess all new patients with a diagnosis of sleep apnea presenting to our division of Sleep Surgery, consisting of two surgeons, from January 1, 2021 through December 31, 2021. Our outcome measures included testing and procedures that occurre...",,
2025-11-25,,41289294,Automatic Standby Light Source Technology Can Significantly Reduce the Risk of Patient Injury and Surgical Drape Burns During Endoscopic Procedures.,American journal of rhinology & allergy,"Kabalan, Matthew J; Merrill, Tyler; Sindwani, Raj",10.1177/19458924251399713,"BackgroundBurn injuries and surgical drape fires are known potential complications of endoscopic surgery. Automatic standby technology (AST) triggers the light source to immediately enter ""standby mode"" when the light cable disconnects from the endoscope, which should reduce the likelihood of patient and caregiver injuries and operating room drape fires.ObjectiveThis study compared AST versus a conventional light source without this technology, examining temperature differences at the endoscope ...",,
2025-11-25,,41288614,"Audio Highlights: October 31, 2025.",JAMA,,10.1001/jama.2024.18997,,,
2025-11-25,,41288571,"As the 2026 Election Takes Shape, Health Care Is Becoming an Economic Issue for US Voters.",JAMA,"Altman, Drew; Kirzinger, Ashley; Brodie, Mollyann",10.1001/jama.2025.24331,,,
2025-11-25,,41288558,The One Big Beautiful Bill Act-Making Medicaid and the Exchanges Sustainable.,JAMA,"Malani, Anup",10.1001/jama.2025.24458,,,
2025-11-25,,41288275,"Response to Commentary on ""Prevalence of Local IgE Elevation and Its Effect on Intranasal Capsaicin Therapy in the Nonallergic Rhinitis Population"".",International forum of allergy & rhinology,"Shetty, Kunal R; Hasan, Salman; Bankston, Christopher; Vance, Dylan; Islam, Elaijah et al.",10.1002/alr.70054,,,
2025-11-25,,41288142,What Is the Best Approach for the Management of Mental Health Disease Among Head and Neck Cancer Patients?,The Laryngoscope,"Lin, Matthew E; Evans, Lauran; Delavary, Desiree; Rapkin, David; St John, Maie",10.1002/lary.70192,"Although patients with head and neck cancer (HND) commonly experience mental health disease (MHD) at rates equal to or greater than those of patients with other types of cancer, HNC patients with MHD are often underdiagnosed and untreated. Thus, validated surveys should be used to screen for MHD, as subjective clinical judgement may underdiagnose MHD. Multidisciplinary treatment through psychosocial interventions and antidepressant medications can lead to lower rates of MHD, improved quality of ...",,
2025-11-24,,41284290,Increasing Postpartum Use of GLP-1 Receptor Agonists.,JAMA,"Bliddal, Mette; Nohmie, Gabra; Damkier, Per; Pottegård, Anton",10.1001/jama.2025.20947,,,
2025-11-24,,41284289,Informing Patients About Use of AI Tools.,JAMA,"Weightman, Alison; Clayton, Philip; Coghlan, Simon",10.1001/jama.2025.18504,,,
2025-11-24,,41284284,Guiding Obstetric Care and Treatment Decisions for Women With Prior GLP-1 Receptor Agonist Use.,JAMA,"Cesta, Carolyn E; Hutcheon, Jennifer A; Johansson, Kari",10.1001/jama.2025.19841,,,
2025-11-24,,41284277,Informing Patients About Use of AI Tools-Reply.,JAMA,"Mello, Michelle M; Char, Danton; Xu, Sonnet H",10.1001/jama.2025.18506,,,
2025-11-24,,41284273,Continuous Glucose Monitoring.,JAMA,"Bergenstal, Richard M; Martens, Thomas W; Beck, Roy W",10.1001/jama.2025.19197,,,
2025-11-24,,41284263,Gestational Weight Gain and Pregnancy Outcomes After GLP-1 Receptor Agonist Discontinuation.,JAMA,"Maya, Jacqueline; Pant, Deepti; Fu, Yiran; James, Kaitlyn; Batlle, Carolina et al.",10.1001/jama.2025.20951,"IMPORTANCE: Glucagon-like peptide-1 receptor agonists (GLP-1RAs) are contraindicated in pregnancy. Discontinuation of GLP-1RAs proximal to pregnancy could affect gestational weight gain and pregnancy outcomes. OBJECTIVE: To compare gestational weight gain and pregnancy outcomes with and without exposure to GLP-1RAs before or during early pregnancy. DESIGN, SETTING, AND PARTICIPANTS: Retrospective cohort study of 149 790 singleton pregnancies delivered between June 1, 2016, and March 31, 2025, wi...",,
2025-11-24,,41284038,FiguHigher rate of local recurrence in sinonasal squamous cell carcinoma arising from inverted papilloma compared to de novo tumours.,Rhinology,"Dong, M-H; Chen, Y-W; Huang, Y-W; Hung, L-T; Yeh, C-F et al.",10.4193/Rhin25.283,"Squamous cell carcinoma (SCC) is the most common histological subtype of sinonasal malignancies. Due to non-specific symptoms, sinonasal SCC (SNSCC) is often diagnosed late, posing challenges for management. SNSCC can arise de novo (DN-SCC) or from the malignant transformation of inverted papilloma (IP-SCC). Prior studies have reported inconsistent outcomes comparing these two subtypes (1-6). This study compares recurrence patterns and survival outcomes of DN-SCC and IP-SCC, identifies predictor...",,
2025-11-24,,41283927,Development and psychometric validation of the Chronic Rhinosinusitis Control Test.,Rhinology,"Cotter, R A; Lee, C W; Wilson, K; Althoff, S F; Alsaleh, S et al.",10.4193/Rhin25.377,"BACKGROUND: Disease control assessment for chronic rhinosinusitis (CRS) remains a challenge. In this study, we develop and psychometrically validate a new patient-reported outcome measure, the Chronic Rhinosinusitis Control Test (CRCT), for assessing CRS control. METHODOLOGY: The CRCT, which includes 8 items and has a score that ranges from 0 - 31, incorporates the perspectives of key stakeholders (patients and healthcare providers) and was developed incorporating methodologic guidance from the ...",,
2025-11-24,,41283226,Does Duct Dilation Improve Symptoms for Chronic Parotid Sialadenitis Without Sialolithiasis?,The Laryngoscope,"Husman, Tiffany; Chang, Jolie L",10.1002/lary.70255,,,
2025-11-23,,41277387,Association of In-Office Sclerotherapy With Epistaxis Severity and Quality-of-Life in Hereditary Hemorrhagic Telangiectasia.,International forum of allergy & rhinology,"Ji, Jenny; Ensing, Amy E; Hentati, Firas; Peterson, Andrew M; Kallogjeri, Dorina et al.",10.1002/alr.70069,,,
2025-11-23,,41277314,"Comment on ""Prevalence of Local IgE Elevation and Its Effect on Intranasal Capsaicin Therapy in the Nonallergic Rhinitis Population"".",International forum of allergy & rhinology,"Tian, Yu; Qu, RuPeng; Leng, Hui; Wang, AiPing; Hao, XiangLong et al.",10.1002/alr.70056,,,
2025-11-24,,41277306,Psychological Impact of Biologic Therapy in CRSwNP: A Pilot Study.,International forum of allergy & rhinology,"Maselli Del Giudice, Alessandro; Sicolo, Alessandra; Annarelli, Alessandro Mario; Cassano, Michele; Gelardi, Matteo",10.1002/alr.70070,"Biologic therapies not only improve the inflammatory profile of chronic rhinosinusitis with nasal polyps (CRSwNP) but also appear to enhance patients' psychological well-being. Depression, anxiety, and stress levels significantly decrease after treatment with Dupilumab or Mepolizumab, suggesting a possible link between disease control and psychological improvement. This pilot study supports the integration of psychological assessment into the management of chronic airway diseases.",,
2025-11-22,,41276418,"Comments on ""Physical therapy for peripheral facial palsy: A systematic review and meta-analysis"".","Auris, nasus, larynx","Wang, Run-Cheng; Xuan, Li-Hua",10.1016/j.anl.2025.11.001,,,
2025-11-22,,41273225,Sinonasal Inverted Papilloma and Clinical Significance of Dysplasia: A Multi-Institutional Study.,The Laryngoscope,"Kim, Alexis H; Tham, Tristan; Giannaris, Peter S; Kokabee, Mostafa; Wilensky, Jadyn et al.",10.1002/lary.70263,"OBJECTIVES: Sinonasal inverted papilloma (SNIP) is a benign sinonasal tumor with a tendency to recur and potential for malignant transformation. Dysplasia may be present, ranging from mild to severe. We aim to evaluate the effect of dysplasia on tumor behavior and patient outcomes. METHODS: Retrospective chart review of SNIP cases from 2002 to 2023 treated by fellowship-trained Rhinologists at seven institutions. Clinical data were extracted, and tumors were histologically confirmed. RESULTS: Fo...",,
2025-11-21,,41269705,"Heavy Drinking May Lead to Earlier, More Severe Stroke.",JAMA,"Pant, Shravya",10.1001/jama.2025.19743,,,
2025-11-21,,41269697,US Governors Are Forming a Public Health Alliance Amid Federal Funding Cuts and Shifting Guidance.,JAMA,"Schweitzer, Kate",10.1001/jama.2025.22799,,,
2025-11-21,,41269688,Habit-Based Lifestyle Programs Linked to Metabolic Syndrome Remission.,JAMA,"Anderer, Samantha",10.1001/jama.2025.19747,,,
2025-11-21,,41269686,"SGLT2 Inhibitors, Fish Oil in Hemodialysis, GLP-1 Drugs, and More-Highlights From Kidney Week.",JAMA,"Abbasi, Jennifer",10.1001/jama.2025.21435,,,
2025-11-21,,41269682,Most Young Adults With High LDL Miss Recommended Statin Treatment.,JAMA,"Anderer, Samantha",10.1001/jama.2025.19745,,,
2025-11-21,,41269681,Concerningly Low Self-Awareness of Chronic Kidney Disease.,JAMA,"Pant, Shravya",10.1001/jama.2025.19744,,,
2025-11-21,,41269680,Resistance Training Improves Long COVID Outcomes.,JAMA,"Pant, Shravya",10.1001/jama.2025.19746,,,
2025-11-21,,41269679,Midlife Heart Problems Associated With Heightened Dementia Risk.,JAMA,"Pant, Shravya",10.1001/jama.2025.19742,,,
2025-11-21,,41269034,Immune Receptor Repertoire Analyses Reveal Dynamics of Adaptive Immunity in Acute Invasive Fungal Sinusitis.,International forum of allergy & rhinology,"Nguyen, Khai M; Schneider, John S; Farrell, Nyssa F; Zenga, Joseph; Kendall, Peggy L et al.",10.1002/alr.70067,"BACKGROUND: Acute invasive fungal sinusitis (AIFS) is a highly fatal infection affecting immunocompromised patients. While defects in innate immunity have been studied as the primary focus in AIFS, adaptive immunity has yet to be explored in this condition. METHODS: Sinonasal biopsies from consenting surgical patients were collected from 13 AIFS patients, 8 immunocompromised patients without fungal infection, and 4 healthy controls. B- and T-cell receptor (BCR/TCR) sequences were reconstructed f...",,
2025-11-21,,41269030,"Real-World Treatment Patterns in AERD: An Analysis of ATAD, Biologics, and Combination Therapy.",International forum of allergy & rhinology,"Kumar, Nitish; Pace, Tyson; Gomes, Pedro Lança; Marino, Michael J; Miglani, Amar et al.",10.1002/alr.70072,"Contemporary aspirin exacerbated respiratory disorder (AERD) therapy commonly includes aspirin desensitization (55%) and biologics (48%). Aspirin desensitization therapy has higher discontinuation rates than biologics. Patients receiving biologics are younger, and ∼25% of the patients switch to other agents.",,
2025-11-21,,41267563,Residency Factors Influencing Likelihood of Pursuing Pediatric Otolaryngology Fellowship.,The Laryngoscope,"Espinel, Alexandra G; deFaria, Francesca T; Bressler, Sara E; Nahas, Gabriel; Badalyan, David S et al.",10.1002/lary.70265,"OBJECTIVES: Residency exposures help shape trainees' decisions to pursue further academic training. In pediatric otolaryngology, the care of complex patients requires advanced training and expertise beyond general residency training. The aim of this study was to determine if specific characteristics of the pediatric experience in residency are related to pursing a pediatric otolaryngology fellowship. METHODS: Web based analysis of all 128 ACGME Otolaryngology residency programs and graduates fro...",,
2025-11-20,,41264315,Prescription Stimulant Use Among US Adolescents.,JAMA,"Wang, Yuchang; Xie, Xinle; Lv, Qingyun",10.1001/jama.2025.18272,,,
2025-11-20,,41264312,Sunshine and Health.,JAMA,,10.1001/jama.2024.19019,,,
